turndown_pct,qo_stb_d,Boe_number_PI,susceptible
100.0,9000.0,5.289489484242209,False
85.0,7650.0,5.092817311259033,False
70.0,6300.0,4.904963353437172,False
55.00000000000001,4950.0,4.737846985112376,False
40.0,3600.0,4.60577214984388,False
30.0,2700.0,4.54193580780745,False
20.0,1800.0,4.491363614189641,False
