s_m,regime,slug_freq_Hz,transl_vel_ms,slug_holdup_HLs,unit_cell_len_m,slug_len_m,film_len_m
0.0,Slug / intermittent,0.06511402350904466,1.5810371152359193,0.986225344099247,24.281053911778397,13.213781826477604,11.067272085300793
66.94560669456067,Slug / intermittent,0.06518553198507529,1.5800986013348282,0.9862532182684596,24.240020035375387,13.211548492601665,11.028471542773723
133.89121338912133,Slug / intermittent,0.06525605861210093,1.5789863589285524,0.986280614956124,24.196777931601112,13.207502081987977,10.989275849613135
200.836820083682,Slug / intermittent,0.06532687644195312,1.5776954982686924,0.98630782082744,24.15078730529188,13.201671583549386,10.949115721742492
267.78242677824267,Slug / intermittent,0.06539925355941344,1.5762227756068117,0.9863351178339841,24.101540764144293,13.194103230768654,10.907437533375639
334.7280334728033,Slug / intermittent,0.06547444009499401,1.5745666578084934,0.9863627803755413,24.048570030137306,13.184860095663183,10.863709934474123
401.673640167364,Slug / intermittent,0.06555365528287226,1.5727273814815113,0.9863910724115746,23.99145211193785,13.174021521694726,10.817430590243124
468.6192468619247,Slug / intermittent,0.06563807470374663,1.5707070041070312,0.9864202445667716,23.92981529693428,13.161682398077872,10.768132898856408
535.5648535564853,Slug / intermittent,0.06572881785346683,1.5685094443179237,0.986450531280561,23.863344808888776,13.147952279210363,10.715392529678413
602.510460251046,Slug / intermittent,0.06582693617833818,1.5661405082495374,0.9864821480548713,23.791787969693033,13.132954354474442,10.65883361521859
669.4560669456066,Slug / intermittent,0.06593340171620686,1.5636078988184108,0.9865152888571487,23.714958702548874,13.116824275431334,10.59813442711754
736.4016736401674,Slug / intermittent,0.06604909647862145,1.5609212048757684,0.9865501237365368,23.63274121972285,13.099708849411675,10.533032370311174
803.347280334728,Slug / intermittent,0.06617480270341751,1.5580918674399027,0.986586796709859,23.54509275113316,13.081764610628895,10.463328140504267
870.2928870292886,Slug / intermittent,0.06631119409892369,1.5551331206305896,0.9866254239705506,23.452045190298136,13.063156282122208,10.388888908175929
937.2384937238494,Slug / intermittent,0.06645882819066769,1.5520599054966275,0.9866660924679633,23.353705561040446,13.044055143968572,10.309650417071873
1004.18410041841,Slug / intermittent,0.0666181398690692,1.548888755623274,0.9867088588966187,23.250255240801508,13.024637325177455,10.225617915624053
1071.1297071129707,Slug / intermittent,0.0667894362223385,1.5456376542009167,0.9867537491253033,23.141947913073718,13.00508203838825,10.136865874685467
1138.0753138075313,Slug / intermittent,0.0669728927229149,1.542325863095358,0.9868007580847628,23.029106260593824,12.985569777828937,10.043536482764887
1205.020920502092,Slug / intermittent,0.06716855081861757,1.5389737253450346,0.9868498501206184,22.912117450633858,12.966280501884597,9.94583694874926
1271.9665271966526,Slug / intermittent,0.06737631696161561,1.5356024433814015,0.9869009598055836,22.791427501984657,12.947391822011353,9.844035679973304
1338.9121338912132,Slug / intermittent,0.0675959630897729,1.5322338360865573,0.9869539931926561,22.66753465812192,12.929077219591015,9.738457438530904
