P_bar,Rs_scf_stb,Bo_rb_stb,mu_oil_cP,Z_factor,rho_gas_kgm3,mu_gas_cP
50.56962025316455,157.7372450620518,1.0979041762414847,1.6020113462784313,0.912759374252512,41.719626496804764,0.01293991393425889
53.41772151898734,168.13797196432196,1.1023017079605548,1.5529769488666332,0.9078400286346232,44.308092440357015,0.013024732480515106
56.26582278481012,178.64928035797118,1.1067720542217483,1.506833496502912,0.9029750249435858,46.921939670450485,0.013112636696809466
59.11392405063291,189.26682852426325,1.1113135699039312,1.4633484016795595,0.8981710402615832,49.56073774755576,0.01320365077335031
61.96202531645569,199.98664162412183,1.1159247283140625,1.4223113670911234,0.8934344800738877,52.22397406189446,0.01329779894421336
64.81012658227849,210.8050655800777,1.1206041066054468,1.383532096672111,0.8887714769582732,54.91105431840873,0.01339510489405567
67.65822784810126,221.71872849321903,1.1253503736331945,1.3468382179743335,0.8841878893819937,57.62130333864404,0.01349559122152458
70.50632911392405,232.72450810338745,1.1301622797499686,1.3120734108177592,0.8796893007253948,60.353966193725526,0.013599278949203373
73.35443037974683,243.8195041437307,1.1350386481622172,1.279095730500057,0.8752810186183168,63.108209679544146,0.013706187072759076
76.20253164556962,255.0010146946924,1.1399783675532638,1.2477761105641378,0.8709680746509849,65.88312414207735,0.013816332144060191
79.0506329113924,266.26651583305954,1.1449803857438399,1.2179970288960322,0.8667552245025711,68.67772565744433,0.01392972788461742
81.89873417721519,277.61364401633466,1.1500437042090552,1.1896513209283823,0.8626469485163609,71.49095856785692,0.014046384826908452
84.74683544303797,289.0401807537068,1.1551673733076995,1.162641124431952,0.8586474527393284,74.32169837109167,0.01416630998207433
87.59493670886076,300.5440392009279,1.1603504881081794,1.1368769414577964,0.8547606704351042,77.16875495751265,0.014289506533187312
90.44303797468353,312.1232523837203,1.1655921847174597,1.1122768042397844,0.8509902640722451,80.03087618505485,0.014415973553835362
93.29113924050633,323.77596280745155,1.1708916370366906,1.0887655331554174,0.8473396277839893,82.90675177897964,0.014545705752181004
96.1392405063291,335.50041325306665,1.1762480538808653,1.0662740760980762,0.8438118902910116,85.79501753967946,0.014678693240956152
98.9873417721519,347.2949385931284,1.181660676410751,1.04473891979474,0.8404099182748448,88.69425983839646,0.014814921334068
101.83544303797468,359.1579584891478,1.1871287758340618,1.024101564689241,0.8371363201864928,91.60302037746796,0.014954370370627655
104.68354430379746,371.0879708535885,1.1926516513398995,1.0043080559947228,0.8339934504721501,94.51980118868022,0.015097015567282672
107.53164556962024,383.0835459780825,1.198228628236215,0.985308564400177,0.8309834141958248,97.44306984054256,0.015242826899746008
110.37974683544303,395.1433212443122,1.2038590562647353,0.9670570106994889,0.8281080720369316,100.37126482283172,0.015391769014372827
113.22784810126582,407.2659963463631,1.2095423080716483,0.9495107293042533,0.8253690456395371,103.30280107464499,0.015543801170549777
116.0759493670886,419.45032896359646,1.2152777778155266,0.9326301662119425,0.8227677232888597,106.23607562047079,0.015698877214533415
118.92405063291137,431.69513083166197,1.2210648798966204,0.9163786075370804,0.8203052658898076,109.16947327746979,0.01585694558521085
121.77215189873418,443.9992641664568,1.2269030477938603,0.9007219351831198,0.8179826132217568,112.1013723962774,0.01601794935206078
124.62025316455696,456.3616384018923,1.232791732997764,0.8856284066443133,0.8158004904434032,115.03015059720641,0.016181826285372597
127.46835443037973,468.78120720745966,1.2387304040290128,0.8710684562870867,0.8137594148213424,117.95419046375046,0.016348508958539256
130.31645569620252,481.2569657559383,1.2447185455337748,0.8570145157755292,0.8118597026560239,120.87188515576685,0.0165179248819822
133.1645569620253,493.78794821531267,1.2507556574479974,0.8434408515813184,0.8101014763788736,123.78164390563774,0.016689996667998523
136.0126582278481,506.3732254421391,1.2568412542238274,0.8303234177596531,0.8084846717946722,126.68189736205622,0.016864642225547226
138.86075949367088,519.0119028563423,1.262974864112163,0.8176397223840234,0.807009045443686,129.57110274783435,0.017041774983718307
141.70886075949366,531.7031184797762,1.2691560284960361,0.8053687062177007,0.8056741820585854,132.44774880025048,0.017221304142361143
144.55696202531644,544.4460411229178,1.2753843012701334,0.7934906323621191,0.8044795020918165,135.31036046490377,0.017403134948091238
147.40506329113924,557.2398687058374,1.2816592482623008,0.7819869857647072,0.8034242692898164,138.15750331678979,0.01758716899365366
150.25316455696202,570.0838267011204,1.28798044669333,0.7708403815938326,0.8025075982912716,140.98778768529326,0.01777330453840002
153.1012658227848,582.9771666877564,1.2943474846717182,0.7600344815985126,0.8017284622274985,143.79987246297534,0.01796143684743908
155.94936708860757,595.919165006191,1.3007599607204596,0.7495539176673555,0.8010857003039573,146.59246858135276,0.01815145854685241
158.79746835443038,608.9091215057558,1.3072174833332078,0.7393842218865454,0.8005780253429119,149.36434214027702,0.01834325999222821
161.64556962025316,621.9463583766072,1.3137196705574428,0.7295117624719427,0.800204031268277,152.11431718096966,0.01853672964766225
164.49367088607593,635.0302190590892,1.3202661496024903,0.7199236850168762,0.7999622005147671,154.84127809620665,0.018731754472304837
167.3417721518987,648.1600672241517,1.3268565564704673,0.7106078585560037,0.7998509113445578,157.54417167451925,0.018928220311499377
170.18987341772151,661.3352858190715,1.3334905356084001,0.7015528259976846,0.7998684450557909,160.22200877855101,0.019126012289560342
173.0379746835443,674.55527617328,1.340167739579932,0.6927477585234518,0.8000129930683815,162.873865660835,0.019325015201276694
175.88607594936707,687.81945715959,1.3468878287551846,0.6841824135941432,0.800282663873722,165.49888492320028,0.019525113899299243
178.73417721518985,701.127264406557,1.3536504710174584,0.6758470962386419,0.8006754898360169,168.09627612874908,0.019726193674675634
181.58227848101265,714.4781495580954,1.3604553414855862,0.6677326233335595,0.8011894338341048,170.66531607784069,0.01992814062793188
184.43037974683543,727.8715795768269,1.3673021222508466,0.6598302906110359,0.8018223957337524,173.20534876175552,0.02013084202826207
187.2784810126582,741.3070360879449,1.3741905021274468,0.6521318421575527,0.8025722186814919,175.71578500967905,0.020334186658574137
190.126582278481,754.7840147606584,1.3811201764156549,0.6446294421896214,0.8034366952121683,178.19610184632882,0.020538065144346602
192.9746835443038,768.3020247245472,1.388090846676759,0.637315648912724,0.8044135731634039,180.64584157894902,0.020742370264474175
195.82278481012656,781.8605880183645,1.3951022205190713,0.6301833902882633,0.8055005613912208,183.06461063351279,0.02094699724251574
198.67088607594937,795.4592390690435,1.4021540113942803,0.6232259415497275,0.8066953352820496,185.4520781608094,0.021151844017002097
201.51898734177215,809.0975241988517,1.4092459384034979,0.6164369043240305,0.8079955420573114,187.8079744336642,0.02135681148970911
204.36708860759492,822.7750011587908,1.416377726112398,0.6098101872272481,0.8093988058676758,190.13208905685056,0.02156180375105075
207.2151898734177,836.4912386865043,1.4235491043748965,0.6033399878158738,0.8109027326749781,192.4242690113251,0.02176672828199212
210.06329113924048,850.0,1.4306307732184185,0.5971322644251681,0.8125049149206126,194.68441655426952,0.021971496132122008
212.91139240506328,850.0,1.4306307732184185,0.5971322644251681,0.8142029359800091,196.91248699606692,0.022176022073754117
215.75949367088606,850.0,1.4306307732184185,0.5971322644251681,0.8159943744035512,199.10848637480902,0.022380224732144068
218.60759493670884,850.0,1.4306307732184185,0.5971322644251681,0.8178768079449896,201.2724690482354,0.022584026692112492
221.45569620253164,850.0,1.4306307732184185,0.5971322644251681,0.8198478173790641,203.40453522217686,0.022787354581551927
224.30379746835442,850.0,1.4306307732184185,0.5971322644251681,0.8219049901106494,205.50482843362818,0.022990139132464563
227.1518987341772,850.0,1.4306307732184185,0.5971322644251681,0.8240459235783084,207.57353300553567,0.02319231522032918
230.0,850.0,1.4306307732184185,0.5971322644251681,0.8262682284556445,209.61087148927416,0.023393821882727
